apellido_paterno,apellido_materno,nombre,fecha_nacimiento,sexo,producto,saldo,telefono,estado,municipio,colonia,calle,numero
MEDELLIN,CERON,TOMAS,1966-06-30,HOMBRE,credito departamental,4032,3461228277,Aguascalientes,Hueypoxtla,Las Trojes,Balcones de Ojocaliente,SN
ORTA,ROBLES,NANCY,1992-08-29,MUJER,credito departamental,9734,7052672695,Veracruz,Huixquilucan,Misión del Campanario,Cielo Claro,SN
BOCANEGRA,PORRAS,JORGE ALBERTO,1961-05-16,HOMBRE,credito avio,281214,6452789249,Nuevo León,Isidro Fabela,Trojes de Cristal,Lomas del Chapulín,5
CASTAÑON,CANALES,ARELI,1990-10-31,MUJER,prestamo personal,9060,6585172098,Morelos,Ixtapaluca,Trojes del Sol,Ojo de Agua de Palmitas,24
MONTELONGO,BAZAN,JUAN FRANCISCO,1962-10-05,HOMBRE,credito,19726,6762686839,Hidalgo,Ixtapan de la Sal,Residencial Santa Clara,Salto de Ojocaliente,44
ELIZONDO,BARRON,EVELYN GUADALUPE,1988-05-03,MUJER,credito departamental,3880,1037992500,Chiapas,Ixtapan del Oro,Misión de Santiago,Solidaridad 2a Sección,91
CORDOBA,SERRANO,ANGEL IVAN,2002-06-04,HOMBRE,credito avio,231053,4301933967,Ciudad de Mexico,Ixtlahuaca,Andora Residencial,Solidaridad 3a Sección,73
PARTIDA,URIBE,ALEXA YAMILETH,1997-10-29,MUJER,credito hipotecario,795277,1790886585,Chiapas,Xalatlaco,Cadaqués Residencial,Tierra Buena,76
BENITO,PASTRANA,MATTEO,1990-12-29,HOMBRE,credito nomina,3001,0795400009,Guanajuato,Jaltenco,Valle del Campanario,Rinconada San Antonio I,27
ULLOA,CHUC,ANA LUISA,1978-12-22,MUJER,credito refaccionario,98916,8634563996,México,Jilotepec,Las Misiones,Cima del Chapulín,12
BAEZA,FRANCISCO,ANGEL EMILIANO,1962-08-18,HOMBRE,credito hipotecario,525973,0718873822,Tlaxcala,Jilotzingo,Los Jarales,Cobano de Palmitas,40
PALOMO,MACIAS,AINHOA,1987-01-24,MUJER,credito nomina,3689,5515335502,Michoacán,Jiquipilco,Cerrada El Molino,San Jorge,71
AKE,SALCEDO,AXEL SANTIAGO,1961-07-07,HOMBRE,credito nomina,3910,2448664965,Sinaloa,Jocotitlán,Valle Real,La Lomita,96
BARBA,BASURTO,HANNIA,1957-08-14,MUJER,credito avio,242989,1223925886,Puebla,Joquicingo,Terzetto,Morelos INFONAVIT,93
ABURTO,CARREON,HUMBERTO,1981-04-20,HOMBRE,credito departamental,8953,7406169873,Baja California,Juchitepec,Cerrada de La Misión,Vista del Sol 2a Sección,92
CARVAJAL,CORONADO,KATIA,1974-05-11,MUJER,credito avio,127296,1222447789,Colima,Lerma,Cerrada del Valle,Vista del Sol 3a Sección,SN
DE DIOS,ARCOS,JOSE MATIAS,1996-05-16,HOMBRE,credito refaccionario,78103,4095509191,México,Malinalco,Cerrada de la Mezquitera,Ojo de Agua INFONAVIT,61
FALCON,GUILLEN,ESTRELLA GUADALUPE,1958-05-07,MUJER,credito avio,189166,0083495269,Aguascalientes,Melchor Ocampo,Lomas del Campestre 2a Sección,Jardines del Sol,28
ARVIZU,ESTRELLA,ANGEL ADRIAN,1992-09-02,HOMBRE,credito refaccionario,87186,1193705977,Chihuahua,Metepec,Villas del Campestre,La Cruz,SN
LUCIANO,DE SANTIAGO,MARIA EMILIA,1989-03-08,MUJER,credito hipotecario,576390,5801730465,Querétaro,Mexicaltzingo,Los Calicantos,Misión de Santa Fe,100
VELAZCO,MARIANO,ALAN GAEL,1966-04-05,HOMBRE,credito avio,68437,0045157165,Morelos,Morelos,Jardines de la Concepción,Vista del Sol 1a Sección,86
CALVO,ARROYO,ANA REGINA,1991-03-03,MUJER,credito nomina,1417,0297714950,Sinaloa,Naucalpan de Juárez,Los Bosques,S.T.E.M.A.,6
URIAS,SEGOVIA,LORENZO,1995-09-30,HOMBRE,credito departamental,3775,6870170558,Oaxaca,Nezahualcóyotl,Rinconada los Bosques,Jardines de La Convención,SN
ARAIZA,REGALADO,NATHALY,1991-07-07,MUJER,debito,9722,7865305509,Chihuahua,Nextlalpan,La Perla Norte,Ojo de Agua FOVISSSTE 1a Sección,SN
MANZO,ORDOÑEZ,ADOLFO,1988-07-17,HOMBRE,credito departamental,8941,2820598950,Tlaxcala,Nicolás Romero,Arroyo El Molino,Lic Primo Verdad INEGI,SN
DOLORES,APOLINAR,ANGELA GUADALUPE,1980-06-01,MUJER,credito refaccionario,86869,1081261726,Sonora,Nopaltepec,Galerías,Fuentes de La Asunción,76
LAGUNA,BORJA,DYLAN ALEXIS,1999-09-19,HOMBRE,credito,15332,5793248924,Nuevo León,Ocoyoacac,Residencial Altaria,Jardines de La Luz,66
CAN,MAYO,ROSARIO,1978-11-20,MUJER,credito avio,229432,2409399296,Quintana Roo,Ocuilan,Constitución,Mesonero,70
FERRER,COBOS,MANUEL ALEJANDRO,1993-06-04,HOMBRE,credito nomina,4772,1810101753,Zacatecas,El Oro,Libertad,Agua Clara,SN
LAZCANO,HIDALGO,ALEXA NICOLE,1994-11-21,MUJER,credito avio,278442,2318183391,Baja California,Otumba,Pozo Bravo Norte,Balcones de Ojocaliente,SN
PLATA,BARRETO,RAMIRO,1963-07-24,HOMBRE,prestamo personal,7170,1923695913,Michoacán,Otzoloapan,Soberana Convención Revolucionaria,Cielo Claro,34
LEZAMA,ACEVES,GLORIA,1995-05-01,MUJER,debito,6194,2510184004,Hidalgo,Otzolotepec,San Cayetano,Lomas del Chapulín,92
GUDIÑO,MANJARREZ,EDER,1965-04-20,HOMBRE,prestamo personal,8139,7425601996,Colima,Ozumba,Colinas del Rio,Ojo de Agua de Palmitas,78
GARNICA,PUGA,MEREDITH,1989-09-28,MUJER,credito,23096,3361702456,Sonora,Papalotla,Olivares Santana,Salto de Ojocaliente,41
LECHUGA,BAUTISTA,JESUS ALEXIS,2000-10-02,HOMBRE,credito avio,184017,9184171065,Morelos,La Paz,Las Brisas,Solidaridad 2a Sección,24
MARISCAL,ASCENCION,SHERLYN,2000-06-25,MUJER,debito,3999,0031193791,Nayarit,Polotitlán,Ramon Romo Franco,Solidaridad 3a Sección,42
IÑIGUEZ,HIPOLITO,JESUS IVAN,1985-06-01,HOMBRE,credito avio,154437,5018165946,México,Rayón,Colinas de San Ignacio,Tierra Buena,27
AMBRIZ,VICTORIANO,CLAUDIA,1985-12-27,MUJER,credito avio,222748,2289163641,Michoacán,San Antonio la Isla,La Fundición,Rinconada San Antonio I,55
FRAGOSO,VALERO,JESUS ENRIQUE,2000-05-02,HOMBRE,credito nomina,3152,7652503457,Campeche,San Felipe del Progreso,Fundición II,Cima del Chapulín,26
TUZ,VERGARA,LEILANY,1971-06-25,MUJER,debito,4995,2988774810,México,San Martín de las Pirámides,Los Sauces,Cobano de Palmitas,9
PALOMINO,QUIÑONEZ,SANTIAGO DE JESUS,1980-02-06,HOMBRE,credito departamental,3851,0362496472,Nayarit,San Mateo Atenco,Línea de Fuego,San Jorge,59
OCAÑA,CRESPO,YESENIA,1997-06-30,MUJER,credito nomina,3805,2461576960,Sonora,San Simón de Guerrero,Buenos Aires,La Lomita,45
ARGUELLES,DAMIAN,BRAULIO,1989-03-10,HOMBRE,debito,7453,8112100281,Oaxaca,Santo Tomás,Circunvalación Norte,Morelos INFONAVIT,66
MELO,LOZANO,ZOE GUADALUPE,2000-05-07,MUJER,debito,7948,4050670374,Tlaxcala,Soyaniquilpan de Juárez,Las Arboledas,Vista del Sol 2a Sección,SN
PATISHTAN,BRISEÑO,CARLOS GAEL,1978-03-22,HOMBRE,credito nomina,1332,8524860703,Nuevo León,Sultepec,Villas de San Francisco,Vista del Sol 3a Sección,89
TORIBIO,ZAVALA,ADILENE,1966-08-21,MUJER,credito nomina,3652,0598318803,Aguascalientes,Tecámac,Villas de La Universidad,Ojo de Agua INFONAVIT,55
GUADALUPE,VIRGEN,LUIS MIGUEL,1992-05-18,HOMBRE,prestamo personal,9428,9946317296,Nayarit,Tejupilco,El Sol,Jardines del Sol,SN
GALEANA,CHI,FRANCISCA,1964-06-14,MUJER,credito,19535,3255610799,Sonora,Temamatla,Gremial,La Cruz,9
OLAN,MENESES,JUAN DE DIOS,1989-05-08,HOMBRE,credito refaccionario,86075,1260240794,Chiapas,Temascalapa,Industrial,Misión de Santa Fe,49
DIONICIO,ABARCA,PERLA,1985-10-21,MUJER,prestamo personal,6745,9007489022,Veracruz,Temascalcingo,Altavista,Vista del Sol 1a Sección,21
DAVALOS,LIMON,ANGEL YAEL,1989-04-29,HOMBRE,credito hipotecario,212900,8512599411,Querétaro,Temascaltepec,Curtidores,S.T.E.M.A.,SN
PANIAGUA,PAREDES,BRIANA,1993-06-09,MUJER,credito refaccionario,72208,0290185068,Tamaulipas,Temoaya,La Concordia,Jardines de La Convención,SN
ALMEIDA,PIMENTEL,BERNARDO,1971-05-04,HOMBRE,credito nomina,1354,3109817175,Quintana Roo,Tenancingo,Miravalle,Ojo de Agua FOVISSSTE 1a Sección,SN
HIGUERA,ROMANO,JULIANA,1994-08-02,MUJER,credito refaccionario,64107,8673589578,Nayarit,Tenango del Aire,Panorama,Lic Primo Verdad INEGI,38
SEVILLA,VALENZUELA,IAN EMMANUEL,1969-11-09,HOMBRE,credito departamental,3606,8691144624,Nuevo León,Tenango del Valle,Residencial Guadalupe,Fuentes de La Asunción,53
BALLESTEROS,GALICIA,MELANY GUADALUPE,1987-06-19,MUJER,credito avio,186404,0254496125,San Luis Potosí,Teoloyucan,Colinas del Poniente,Jardines de La Luz,82
ECHEVERRIA,CALLEJAS,CARLOS ADRIAN,1976-12-18,HOMBRE,credito,22541,5363997436,Quintana Roo,Teotihuacán,Bugambilias,Mesonero,SN
ALONZO,BONILLA,VICTORIA SOFIA,1982-04-02,MUJER,credito avio,167706,4751463427,Guerrero,Tepetlaoxtoc,Del Carmen,Parque Industrial Siglo XXI,SN
CID,FONSECA,ERICK SANTIAGO,1992-03-29,HOMBRE,debito,9951,1876862270,Colima,Tepetlixpa,La Fe,Parque Industrial Siglo XXI Ampliación,58
ZAMARRIPA,CALVA,AITANA NICOLE,1960-05-05,MUJER,credito nomina,2127,5978197944,Quintana Roo,Tepotzotlán,México,La Estancia,28
ALCOCER,MIRANDA,MATIAS ALEXANDER,1964-10-30,HOMBRE,credito nomina,3651,3842918555,Campeche,Tequixquiac,Primavera,INFONAVIT Potreros del Oeste,10
MOJICA,HAU,LUCIA FERNANDA,1998-09-04,MUJER,credito avio,125302,5842197445,Baja California Sur,Texcaltitlán,San Pablo,Villas de Santa Rosa,71
AVIÑA,OSORIO,JESUS ANGEL,1958-06-18,HOMBRE,credito refaccionario,96440,5797022555,Aguascalientes,Texcalyacac,Guadalupe,Villas del Oeste,1
BENAVIDES,PEÑALOZA,RUTH,1985-07-24,MUJER,prestamo personal,1640,5306043054,Zacatecas,Texcoco,Heliodoro Garcia,Vistas del Sur,68
PAT,DE LOS SANTOS,JESUS GUADALUPE,1986-10-10,HOMBRE,prestamo personal,2036,3863188726,México,Tezoyuca,Gómez,Rinconada del Sur,44
ESCALONA,AKE,SOFIA NICOLE,1960-08-02,MUJER,credito nomina,2247,9496019159,Tamaulipas,Tianguistenco,Moderno,Villas del Encino,76
GASCA,RASCON,DEREK,1992-08-04,HOMBRE,credito hipotecario,525537,8079848550,Tabasco,Timilpan,Valle del Rio San Pedro,La Casita,83
ROSADO,SERNA,TAMARA,1996-11-13,MUJER,credito hipotecario,283084,7402720719,Jalisco,Tlalmanalco,Guadalupe Posada,Versalles 1a Sección,14
INFANTE,FALCON,LEO,1964-10-23,HOMBRE,credito nomina,3258,0003141918,Querétaro,Tlalnepantla de Baz,San Marcos,Versalles 2a Sección,57
AMEZCUA,MARCELINO,RENATA SOFIA,1980-07-21,MUJER,credito hipotecario,729734,0098042159,Baja California Sur,Tlatlaya,San Marcos,Bosque Real,38
ENCARNACION,QUIRINO,CAMILO,1961-04-11,HOMBRE,credito nomina,1965,5291985363,Colima,Toluca,San Marcos,Rancho Santa Mónica,60
LOYA,GABRIEL,EMMA LUCIA,1986-02-15,MUJER,prestamo personal,5139,4844898827,Hidalgo,Tonatico,Modelo,Vicente Guerrero,SN
SALMERON,FIERRO,IAN ALEXIS,1961-12-15,HOMBRE,credito,18813,5852110431,Tabasco,Tultepec,Residencial del Valle I,Villas del Pilar 1a Sección,90
CALZADA,LUNA,JANETH,1975-07-28,MUJER,prestamo personal,4445,7430575276,Nayarit,Tultitlán,Residencial del Valle II,Barlovento,84
RIZO,MARISCAL,IAN DAVID,1999-01-10,HOMBRE,debito,9510,7404336208,México,Valle de Bravo,La Herradura,Abadía,SN
ARANA,MAGAÑA,MANUELA,1961-06-25,MUJER,credito avio,145998,8683825974,México,Villa de Allende,Club Campestre,Mangata,88
CORNELIO,AGUILLON,JOSE DAMIAN,1979-07-24,HOMBRE,credito,17118,7696639196,San Luis Potosí,Villa del Carbón,Jardines del Campestre,Villas San Antonio,41
ZURITA,MOCTEZUMA,MIA ALEJANDRA,1971-01-27,MUJER,credito nomina,4939,2104271418,Oaxaca,Villa Guerrero,Los Vergeles,Villa Capri,17
LUJAN,GUERRA,LIAM JESUS,1998-07-14,HOMBRE,credito nomina,3840,0846290677,San Luis Potosí,Villa Victoria,Ciudad Universitaria,Providencia,SN
CATALAN,GALARZA,ALEXA FERNANDA,1995-12-13,MUJER,credito hipotecario,903677,4059908496,Veracruz,Xonacatlán,Rancho San Antonio,Rinconada Santa Mónica,SN
APOLINAR,ESPINOZA,RAMON,1963-07-02,HOMBRE,credito,24298,0780183852,Yucatán,Zacazonapan,Villas de Montenegro,Paseos de Santa Mónica,SN
COBOS,LUCAS,ARIADNE,1984-05-06,MUJER,credito nomina,1845,3173547887,Aguascalientes,Zacualpan,Las Cavas,Insurgentes,48
HARO,LANDA,AXEL GABRIEL,1963-01-09,HOMBRE,credito refaccionario,67616,1725851220,Morelos,Zinacantepec,La Enramada,Bulevares 1a. Sección,34
GURROLA,CARREON,CARLA,1998-02-11,MUJER,credito departamental,4113,4566406430,Yucatán,Zumpahuacán,Talamantes Ponce,Parque Industrial Siglo XXI,35
RASCON,CUEVAS,CARLOS DAMIAN,2003-05-13,HOMBRE,credito hipotecario,529908,3743600915,Nuevo León,Zumpango,Granjas del Campestre,Parque Industrial Siglo XXI Ampliación,SN
JARA,SANABRIA,ARLETTE,1998-10-08,MUJER,credito refaccionario,81624,4372380553,México,Cuautitlán Izcalli,Puerto las Hadas,La Estancia,SN
MONTAÑEZ,JURADO,IKER ALEJANDRO,1959-12-30,HOMBRE,credito avio,241612,4118019218,Oaxaca,Valle de Chalco Solidaridad,Valle del Campestre,INFONAVIT Potreros del Oeste,31
CASTREJON,GUILLEN,JOSEFINA,1997-02-03,MUJER,prestamo personal,5722,9422185506,Nayarit,Luvianos,Trojes de Oriente,Villas de Santa Rosa,81
CELIS,BALAM,ANGEL ALEJANDRO,1973-08-18,HOMBRE,prestamo personal,1689,4677808092,Jalisco,San José del Rincón,Valle de las Trojes,Villas del Oeste,74
EUAN,ROSARIO,MAGALY,1991-03-19,MUJER,credito refaccionario,78686,4618945665,Querétaro,Tonanitla,Villas de San Nicolás,Vistas del Sur,51
CALIHUA,ALVA,MATEO EMILIANO,1997-04-28,HOMBRE,prestamo personal,8000,4492534442,Nayarit,Acuitzio,San Telmo,Rinconada del Sur,17
OTERO,MAY,NAOMI GUADALUPE,1980-11-19,MUJER,debito,11197,8665875396,Campeche,Aguililla,La Paloma,Villas del Encino,1
CANSECO,JOSE,GERMAN,2000-12-20,HOMBRE,credito departamental,5096,3122251283,Veracruz,Álvaro Obregón,Barrio de Santiago,La Casita,100
LAGUNAS,ALCANTARA,NICOLE GUADALUPE,1970-03-23,MUJER,prestamo personal,7251,9685004691,Puebla,Angamacutiro,Villa de las Trojes,Versalles 1a Sección,35
BLANCAS,BRICEÑO,LUIS CARLOS,1990-09-22,HOMBRE,prestamo personal,6831,9534852828,Coahuila,Angangueo,Valle de Santa Teresa,Versalles 2a Sección,45
FAVELA,PERAZA,DALIA,1972-10-06,MUJER,credito departamental,6028,5293059340,Guerrero,Apatzingán,La Troje,Bosque Real,34
VILLALBA,GRACIA,AXEL TADEO,1981-07-18,HOMBRE,credito avio,101857,4965968884,Guanajuato,Aporo,Trojes de Alonso,Rancho Santa Mónica,87
ZAMORANO,CRESPO,MIA ELIZABETH,1976-09-10,MUJER,prestamo personal,8451,2358743359,Coahuila,Aquila,San Telmo Residencial,Vicente Guerrero,70
DEL RIO,DE ANDA,LUIS ALEXANDER,2000-06-07,HOMBRE,credito hipotecario,141814,4939906946,México,Ario,Santa Fe,Villas del Pilar 1a Sección,95
HOLGUIN,SAMANIEGO,MIA YAMILETH,1988-05-19,MUJER,debito,8240,1398346300,Veracruz,Arteaga,Aguascalientes 2000,Barlovento,SN
UGALDE,PALAFOX,MATEO NICOLAS,1971-07-21,HOMBRE,credito departamental,3659,5442586562,México,Briseñas,Las Trojes,Abadía,20
CARDOSO,AGUILERA,SOFIA ABIGAIL,1985-10-28,MUJER,prestamo personal,8490,5612791822,Coahuila,Buenavista,Misión del Campanario,Mangata,10
ALVA,NIEVES,IAN YAEL,1984-06-05,HOMBRE,credito avio,93309,9374025750,Sinaloa,Carácuaro,Trojes de Cristal,Villas San Antonio,SN
MURRIETA,FERNANDEZ,SOFIA FERNANDA,1982-08-07,MUJER,prestamo personal,4371,2302714771,San Luis Potosí,Coahuayana,Trojes del Sol,Villa Capri,33
UICAB,ROSADO,IKER JESUS,1994-01-26,HOMBRE,prestamo personal,1102,7259709329,Veracruz,Coalcomán de Vázquez Pallares,Residencial Santa Clara,Providencia,38
REZA,AMBROCIO,ARISBETH,1962-09-21,MUJER,debito,6858,3802789384,Yucatán,Coeneo,Misión de Santiago,Rinconada Santa Mónica,80
GONGORA,VELARDE,ERICK ALEXANDER,1980-01-31,HOMBRE,credito refaccionario,76587,1063029368,Quintana Roo,Contepec,Andora Residencial,Paseos de Santa Mónica,SN
VALLADARES,BAHENA,IVANNA SOFIA,1992-07-01,MUJER,credito refaccionario,94982,9777708111,Ciudad de Mexico,Copándaro,Cadaqués Residencial,Insurgentes,SN
SILVERIO,VERA,JOAN,1959-10-29,HOMBRE,credito departamental,7353,6561299516,Morelos,Cotija,Valle del Campanario,Bulevares 1a. Sección,SN
VIZCARRA,LEZAMA,SOFIA LEILANY,1996-04-15,MUJER,debito,4343,8062595577,Ciudad de Mexico,Cuitzeo,Las Misiones,Emiliano Zapata,61
BACA,MELENDEZ,ALAN DANIEL,1974-10-28,HOMBRE,prestamo personal,9168,1478839147,México,Charapan,Los Jarales,Morelos I,61
CHUC,MORAN,AMAYRANI,1978-12-19,MUJER,credito avio,224126,1466011333,Veracruz,Charo,Cerrada El Molino,Morelos 2a Sección,11
SAN JUAN,VEGA,JOSE ENRIQUE,1962-06-01,HOMBRE,credito,16843,8840806699,Tabasco,Chavinda,Valle Real,Solidaridad 4a Sección,SN
BUCIO,VALDIVIA,DANIELA SOFIA,1967-12-28,MUJER,credito avio,173627,9741129042,Querétaro,Cherán,Terzetto,Residencial Hacienda San Martín,SN
GALAN,GAMBOA,LUCIANO,1972-01-17,HOMBRE,credito refaccionario,78043,3189069616,Nayarit,Chilchota,Cerrada de La Misión,Viñedos del Sur,23
MONCADA,MALDONADO,DALEYZA,1957-08-26,MUJER,credito,15495,6623939092,Nayarit,Chinicuila,Cerrada del Valle,Reserva Villa Sur,27
CEN,MORELOS,DIEGO GAEL,1986-03-14,HOMBRE,credito hipotecario,373247,3542381420,Chiapas,Chucándiro,Cerrada de la Mezquitera,Villas de Ajedrez,39
COLLI,DZUL,MARIA ELIZABETH,1979-06-11,MUJER,credito,21729,5314613734,Chihuahua,Churintzio,Lomas del Campestre 2a Sección,Lomas de Vistabella,65
GUAJARDO,ALATORRE,DYLAN EDUARDO,1978-01-21,HOMBRE,credito hipotecario,558929,6143253238,Puebla,Churumuco,Villas del Campestre,San Sebastián,52
MONREAL,CORONA,XIMENA SOFIA,1994-06-12,MUJER,credito nomina,4813,0132306017,Coahuila,Ecuandureo,Los Calicantos,Lomas del Sur,66
MAYORGA,RENTERIA,ELEAZAR,1976-10-27,HOMBRE,credito departamental,3705,4664185302,Chihuahua,Epitacio Huerta,Jardines de la Concepción,Lomas de Nueva York,85
OLEA,TREJO,BEATRIZ,1968-06-17,MUJER,credito refaccionario,82051,7279145737,Veracruz,Erongarícuaro,Los Bosques,Laureles del Sur,67
PANZO,CORONA,TADEO DE JESUS,1970-07-20,HOMBRE,credito nomina,1192,9997893836,Aguascalientes,Gabriel Zamora,Rinconada los Bosques,Lomas del Mirador,1
ALFONSO,PAEZ,LIA RENATA,1963-06-22,MUJER,credito,23188,9292743678,Michoacán,Hidalgo,La Perla Norte,Misión de Santa Lucía,93
MIRAMONTES,ZAMORA,LEON,1983-09-07,HOMBRE,credito,16395,3119881992,Colima,La Huacana,Arroyo El Molino,Lomas de Vistabella 2a. Sección,78
VERDUZCO,MIRANDA,PALOMA,1968-03-21,MUJER,credito hipotecario,329063,9478076825,Querétaro,Huandacareo,Galerías,Lotes de Arellano,68
CHAVIRA,DANIEL,MATIAS EMILIANO,1967-09-24,HOMBRE,debito,4520,1121765771,Aguascalientes,Huaniqueo,Residencial Altaria,Condominio La terraza,61
AHUMADA,RUIZ,ANA CAMILA,1994-10-12,MUJER,credito hipotecario,184188,1128704066,Ciudad de Mexico,Huetamo,Constitución,Emiliano Zapata,SN
ARZATE,VALADEZ,LUCA,1964-11-25,HOMBRE,prestamo personal,1937,3418556365,Quintana Roo,Huiramba,Libertad,Morelos I,37
MAGDALENO,ALONSO,ELIZA,1993-11-26,MUJER,debito,4958,2398652972,Coahuila,Indaparapeo,Pozo Bravo Norte,Morelos 2a Sección,78
LEIJA,GARRIDO,NATANAEL,1985-09-05,HOMBRE,debito,10445,0004103402,Colima,Irimbo,Soberana Convención Revolucionaria,Solidaridad 4a Sección,SN
MACEDO,BARBA,AILYN,1990-02-20,MUJER,credito nomina,1401,9258727256,Hidalgo,Ixtlán,San Cayetano,Residencial Hacienda San Martín,28
FRAUSTO,MANJARREZ,SANTIAGO DANIEL,1972-08-24,HOMBRE,credito nomina,1972,8593846855,Tlaxcala,Jacona,Colinas del Rio,Viñedos del Sur,75
GUARDADO,RAZO,ANA CRISTINA,1984-06-27,MUJER,credito nomina,3293,3557600997,Baja California,Jiménez,Olivares Santana,Reserva Villa Sur,88
PIÑON,LAZCANO,ANGEL ALEXIS,1993-12-26,HOMBRE,debito,6285,5020456504,Guerrero,Jiquilpan,Las Brisas,Villas de Ajedrez,SN
CABELLO,FERNANDEZ,DAYANA GUADALUPE,1995-01-06,MUJER,credito avio,120412,2079326004,Nayarit,Juárez,Ramon Romo Franco,Lomas de Vistabella,SN
JURADO,KU,LUIS MARIO,1997-03-01,HOMBRE,debito,2874,0399110049,Chihuahua,Jungapeo,Colinas de San Ignacio,San Sebastián,SN
CHINO,ALEMAN,MADISON,1972-07-03,MUJER,credito hipotecario,282800,6407776250,Tabasco,Lagunillas,La Fundición,Lomas del Sur,96
MARMOLEJO,AGUILAR,DAMIAN ALEJANDRO,1985-09-23,HOMBRE,credito nomina,4311,3075041335,Guerrero,Madero,Fundición II,Lomas de Nueva York,26
PARDO,GOMEZ,MICAELA,1969-11-25,MUJER,credito hipotecario,601240,0530075027,Coahuila,Maravatío,Los Sauces,Laureles del Sur,42
LICONA,BARCENAS,IRVING,1996-01-25,HOMBRE,credito departamental,8728,2476282835,Hidalgo,Marcos Castellanos,Línea de Fuego,Lomas del Mirador,SN
CARPIO,BAILON,VICTORIA VALENTINA,1966-09-02,MUJER,credito,18491,0432324289,Aguascalientes,Lázaro Cárdenas,Buenos Aires,Misión de Santa Lucía,SN
DE LA O,COVARRUBIAS,JESUS SEBASTIAN,1992-07-09,HOMBRE,prestamo personal,2331,3928467399,Guanajuato,Morelia,Circunvalación Norte,Lomas de Vistabella 2a. Sección,90
ARIZMENDI,MENA,ALISSON GUADALUPE,1960-11-14,MUJER,credito avio,221924,5342501763,Coahuila,Morelos,Las Arboledas,Lotes de Arellano,53
VILLALPANDO,ABARCA,JOSE ROBERTO,1958-10-17,HOMBRE,credito refaccionario,61958,6588626083,Baja California Sur,Múgica,Villas de San Francisco,Condominio La terraza,55
CANCINO,ESCOBEDO,ANA BRENDA,1979-08-21,MUJER,credito,15983,1192585263,Baja California,Nahuatzen,Villas de La Universidad,Cerrada San Francisco,73
ESPINDOLA,BADILLO,JOSE MARTIN,1978-03-25,HOMBRE,credito nomina,3456,8213464386,Puebla,Nocupétaro,El Sol,Fracción de la Trinidad II,70
LUEVANO,VILLALPANDO,ANA GUADALUPE,1987-09-05,MUJER,credito refaccionario,69337,6849072113,Nayarit,Nuevo Parangaricutiro,Gremial,La Escondida El Salero),97
TALAVERA,LERMA,LEONARDO GAEL,1993-12-16,HOMBRE,debito,1194,5140780850,Baja California,Nuevo Urecho,Industrial,Monserrat,9
PERAZA,LANDERO,MARIA DE LOS ANGELES,1979-01-24,MUJER,prestamo personal,8042,0287476469,Michoacán,Numarán,Altavista,San José del Barranco,49
OLIVO,INFANTE,ANGEL ALBERTO,1963-03-28,HOMBRE,credito avio,198446,8471104805,Yucatán,Ocampo,Curtidores,San Juan,99
TEMOXTLE,DAVILA,ALICE,1983-01-24,MUJER,credito refaccionario,70175,2229382249,Oaxaca,Pajacuarán,La Concordia,28 de Abril,16
BARBOZA,JACINTO,JOSE ANDRES,1986-05-01,HOMBRE,prestamo personal,9052,2015748046,México,Panindícuaro,Miravalle,Santa Bárbara,99
CASTELAN,PARTIDA,EDITH,1986-10-05,MUJER,credito nomina,2847,2059438213,Baja California Sur,Parácuaro,Panorama,El Cardonal,22
COLLAZO,GONZALEZ,CARLOS TADEO,1964-02-23,HOMBRE,credito nomina,4239,3208759761,Puebla,Paracho,Residencial Guadalupe,Santa Fe,1
ALBINO,SEPULVEDA,EMILY VALENTINA,1982-02-21,MUJER,debito,11687,4544751896,Querétaro,Pátzcuaro,Colinas del Poniente,El Barranco,SN
GODOY,ALDANA,DANILO,1990-07-04,HOMBRE,credito hipotecario,296884,1767447347,Puebla,Penjamillo,Bugambilias,El Gigante,25
MONSIVAIS,CANTU,LIA ROMINA,1958-09-26,MUJER,credito avio,89132,8715928826,Oaxaca,Peribán,Del Carmen,El Refugio,34
VACA,VASQUEZ,JUAN MATEO,1995-12-14,HOMBRE,credito refaccionario,62182,2641472599,Oaxaca,La Piedad,La Fe,Los Negritos,SN
VALTIERRA,MARMOLEJO,ANAYELI,1980-04-02,MUJER,debito,9950,0980624551,Chiapas,Purépero,México,Coyotes,77
CHAIREZ,LICONA,LUIS ARMANDO,2000-08-15,HOMBRE,credito,21180,3583138493,San Luis Potosí,Puruándiro,Primavera,Viñedos Valle Redondo,56
EVANGELISTA,MATEO,MARICRUZ,1989-03-17,MUJER,prestamo personal,8729,5097242654,Campeche,Queréndaro,San Pablo,La Loma de los Negritos,71
LAUREANO,MOLINA,CARLOS IVAN,1983-08-19,HOMBRE,credito hipotecario,987035,8438070032,Sonora,Quiroga,Guadalupe,Viñedos San Felipe,SN
BRUNO,JACINTO,MAGDALENA,1976-09-14,MUJER,credito nomina,2464,6556644298,Tlaxcala,Cojumatlán de Régules,Heliodoro Garcia,Cuauhtémoc Las Palomas),SN
MAGALLANES,CASTAÑON,MATEO SEBASTIAN,1960-07-26,HOMBRE,prestamo personal,1500,9086288788,Nuevo León,Los Reyes,Gómez,Hacienda Nueva,SN
ZERMEÑO,MARCIAL,ROSA ISELA,1962-06-18,MUJER,credito,15290,0179530558,Puebla,Sahuayo,Moderno,El Cariñán,76
